data_se,y_real,y_pred,lower_bruto,upper_bruto,fase,lower_calibrado,upper_calibrado,largura_bruta,largura_calibrada,alpha
2023-05-14,155,125.01984712867342,30.979085378710444,169.205679582137,calibracao,0.0,201.34636600083684,138.22659420342657,201.34636600083684,0.1
2023-05-21,78,107.13228914388313,34.003808267684775,154.41773474257633,calibracao,1.863121848984946,186.55842116127616,120.41392647489155,184.6952993122912,0.1
2023-05-28,52,71.30599441551902,32.438574176964664,112.32995639777428,calibracao,0.29788775826483516,144.4706428164741,79.89138222080962,144.17275505820928,0.1
2023-06-04,60,52.083159053870666,19.913133366944194,83.69258157461867,calibracao,0.0,115.8332679933185,63.77944820767448,115.8332679933185,0.1
2023-06-11,43,36.25993217787117,26.700240055285743,54.77723897136091,calibracao,0.0,86.91792539006073,28.076998916075166,86.91792539006073,0.1
2023-06-18,57,30.71526851743135,23.30331095753086,48.42623052653691,calibracao,0.0,80.56691694523674,25.12291956900605,80.56691694523674,0.1
2023-06-25,36,41.19517945065518,25.802904021204387,55.93730138092867,calibracao,0.0,88.0779877996285,30.134397359724286,88.0779877996285,0.1
2023-07-02,42,31.107411364041994,27.922278212179044,37.098928276114684,calibracao,0.0,69.23961469481452,9.17665006393564,69.23961469481452,0.1
2023-07-09,37,36.6545984636983,24.033688451559094,43.764173687655024,calibracao,0.0,75.90486010635485,19.73048523609593,75.90486010635485,0.1
2023-07-16,23,27.733865373931156,26.236823606054354,34.51904105578625,calibracao,0.0,66.65972747448609,8.282217449731899,66.65972747448609,0.1
2023-07-23,28,17.826760085081307,17.826760085081307,28.95532333745157,calibracao,0.0,61.0960097561514,11.128563252370263,61.0960097561514,0.1
2023-07-30,26,22.206731622135703,20.75523084335944,29.699413897560383,calibracao,0.0,61.84010031626021,8.944183054200945,61.84010031626021,0.1
2023-08-06,24,19.30294605298277,12.734420548696239,19.978750986712043,calibracao,0.0,52.11943740541187,7.244330438015805,52.11943740541187,0.1
2023-08-13,27,17.269211200669915,12.838218300832764,29.30184856695126,calibracao,0.0,61.44253498565109,16.463630266118496,61.44253498565109,0.1
2023-08-20,27,22.844992114834483,13.773699406737315,30.14294371034712,calibracao,0.0,62.28363012904695,16.369244303609804,62.28363012904695,0.1
2023-08-27,20,26.565876446629673,12.201977701274695,26.565876446629673,calibracao,0.0,58.7065628653295,14.363898745354978,58.7065628653295,0.1
2023-09-03,16,17.81779761441529,10.48723678424797,21.191491480246885,calibracao,0.0,53.33217789894671,10.704254695998914,53.33217789894671,0.1
2023-09-10,17,16.192007168716703,10.6229895233851,20.901417731660008,calibracao,0.0,53.04210415035983,10.278428208274908,53.04210415035983,0.1
2023-09-17,15,17.56377280630029,9.436080882463337,19.527165020938305,calibracao,0.0,51.667851439638135,10.091084138474969,51.667851439638135,0.1
2023-09-24,15,15.369873383862998,11.184045978040592,18.958340393520572,calibracao,0.0,51.0990268122204,7.7742944154799805,51.0990268122204,0.1
2023-10-01,11,15.408351878856173,11.075938762258676,19.611237171152858,calibracao,0.0,51.75192358985269,8.535298408894182,51.75192358985269,0.1
2023-10-08,8,10.476772752989772,5.675289842418674,16.649762530025974,calibracao,0.0,48.7904489487258,10.9744726876073,48.7904489487258,0.1
2023-10-15,21,11.563101410349237,6.545018560754295,17.000292603841082,calibracao,0.0,49.14097902254091,10.455274043086787,49.14097902254091,0.1
2023-10-22,9,11.928487823942456,6.759520303490342,20.05453175476789,calibracao,0.0,52.19521817346772,13.295011451277547,52.19521817346772,0.1
2023-10-29,8,9.82610969168253,6.029548852136106,18.014501816955168,avaliacao,0.0,50.155188235655,11.984952964819062,50.155188235655,0.1
2023-11-05,20,13.86172595536628,6.436382729066441,18.792076273798234,avaliacao,0.0,50.93276269249806,12.355693544731793,50.93276269249806,0.1
2023-11-12,11,10.941930022542289,9.240523095234462,19.523973884829086,avaliacao,0.0,51.66466030352892,10.283450789594625,51.66466030352892,0.1
2023-11-19,14,11.5105073633919,6.270633331481379,19.522347180775107,avaliacao,0.0,51.663033599474936,13.251713849293727,51.663033599474936,0.1
2023-11-26,27,16.206306252972833,6.479707796290055,20.852274550267513,avaliacao,0.0,52.99296096896734,14.372566753977459,52.99296096896734,0.1
2023-12-03,16,19.960111299274214,16.62425205422076,24.046952644449718,avaliacao,0.0,56.18763906314955,7.422700590228956,56.18763906314955,0.1
2023-12-10,5,14.232654437383054,10.515602027422107,20.32817693414244,avaliacao,0.0,52.46886335284227,9.812574906720334,52.46886335284227,0.1
2023-12-17,10,12.88474723482689,7.075716110336318,20.93993010155101,avaliacao,0.0,53.08061652025084,13.864213991214692,53.08061652025084,0.1
2023-12-24,20,9.620499969236585,7.812359104298254,19.55589875727898,avaliacao,0.0,51.69658517597881,11.743539652980727,51.69658517597881,0.1
2023-12-31,46,21.337271850174456,13.572742831447652,23.31233552057162,avaliacao,0.0,55.45302193927145,9.739592689123967,55.45302193927145,0.1
2024-01-07,62,42.34916883473603,29.29298425973444,48.72453291929091,avaliacao,0.0,80.86521933799074,19.43154865955647,80.86521933799074,0.1
